,
ESS BMS and Battery Module Profile Data
,
Data retrieved: 10/16/2017 @ 06:31:29
,
BMS Software AS version:,0x0206BA42
BMS Software AS checksum:,0x03EC9675
BMS Software OS version:,0x0206BB42
BMS Software OS checksum:,0xDF1C5EF9
,
,
Mfg Data:,0x33,0x36,0x34,0x41,0x31,0x35,0x38,0x33,0x47,0x31,0x30,0x30,0x2D,0x31,0x34,0x42,0x30,0x30,0x36,0x35,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,
,
Mfg Data (ASCII): 364A1583G100-14B0065............
,
,
<Battery Current (A)>
,
,< -350.0,-350.0,-340.0,-330.0,-320.0,-310.0,-300.0,-290.0,-280.0,-270.0,-260.0,-250.0,-240.0,-230.0,-220.0,-210.0,-200.0,-190.0,-180.0,-170.0,-160.0,-150.0,-140.0,-130.0,-120.0,-110.0,-100.0,-90.0,-80.0,-70.0,-60.0,-50.0,-40.0,-30.0,-20.0,-10.0,0.0,10.0,20.0,30.0,40.0,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,130.0,140.0,150.0,160.0,170.0,180.0,190.0,200.0,210.0,220.0,230.0,240.0,250.0,260.0,270.0,280.0,290.0,300.0,310.0,320.0,330.0,340.0,>= 350.0,,TOTAL
 ,0,0,0,0,0,0,0,7,64,777,7975,26885,48708,61879,74606,91943,127518,158193,163948,167601,176563,187088,205310,229412,262470,319218,420703,525829,582390,603987,628423,636414,677236,853127,1340655,9939510,8541630,2559688,1006264,754033,652823,589568,548256,534198,506439,459112,412291,357667,309307,266187,237337,271646,186246,97157,78605,70348,64686,61454,63567,69210,47018,20034,3838,330,24,5,5,1,0,0,0,0,,37287413
<Battery Voltage (V)>
,
,< 450.0,450.0,460.0,470.0,480.0,490.0,500.0,510.0,520.0,530.0,540.0,550.0,560.0,570.0,580.0,590.0,600.0,610.0,620.0,630.0,640.0,650.0,660.0,670.0,680.0,690.0,700.0,710.0,720.0,730.0,740.0,>= 750.0,,TOTAL
 ,207,0,0,4,18,43,148,1023,11192,37753,87837,219330,397965,670484,922666,1092398,1448337,2043205,7929467,14204162,3276261,1416513,1264467,1156790,646480,329858,116013,14682,109,0,1,0,,37287413
<Power (kW)>
,
